gene,furthest_stage,pu_role
ARMC10,,unlabeled
ARMC12,,unlabeled
ARMC2,,unlabeled
ARMC3,,unlabeled
ARMC5,,unlabeled
ARMC6,,unlabeled
ARMC7,,unlabeled
ARMC8,,unlabeled
ARMC9,,unlabeled
ARMCX1,,unlabeled
ARMCX2,,unlabeled
ARMCX3,,unlabeled
ARMCX4,,unlabeled
ARMCX5,,unlabeled
ARMCX5-GPRASP2,,unlabeled
ARMCX6,,unlabeled
ARMH1,,unlabeled
ARMH2,,unlabeled
ARMH3,,unlabeled
ARMH4,,unlabeled
ARMS2,,unlabeled
DCPH1,,unlabeled
ARNT,,unlabeled
ARNT2,,unlabeled
BMAL1,,unlabeled
BMAL2,,unlabeled
ARPC1A,,unlabeled
ARPC1B,,unlabeled
ARPC2,,unlabeled
ARPC3,,unlabeled
ARPC4,,unlabeled
ARPC4-TTLL3,,unlabeled
ARPC5,,unlabeled
ARPC5L,,unlabeled
ARPIN,,unlabeled
ARPIN-AP3S2,,unlabeled
ARPP19,,unlabeled
ARPP21,,unlabeled
ARR3,,unlabeled
ARRB1,,unlabeled
ARRB2,,unlabeled
ARRDC1,,unlabeled
ARRDC2,,unlabeled
ARRDC3,,unlabeled
ARRDC4,,unlabeled
ARRDC5,,unlabeled
ARSA,,unlabeled
ARSB,,unlabeled
ARSD,,unlabeled
ARSF,,unlabeled
ARSG,,unlabeled
ARSH,,unlabeled
ARSI,,unlabeled
ARSJ,,unlabeled
ARSK,,unlabeled
ARSL,,unlabeled
ART1,,unlabeled
ART3,,unlabeled
ART4,,unlabeled
ART5,,unlabeled
ARTN,,unlabeled
ARV1,,unlabeled
ARVCF,,unlabeled
ARX,,unlabeled
AS3MT,,unlabeled
ASAH1,,unlabeled
ASAH2,,unlabeled
ASAH2B,,unlabeled
ASAP1,,unlabeled
ASAP2,,unlabeled
ASAP3,,unlabeled
ASB1,,unlabeled
ASB10,,unlabeled
ASB11,,unlabeled
ASB12,,unlabeled
ASB13,,unlabeled
ASB14,,unlabeled
ASB15,,unlabeled
ASB16,,unlabeled
ASB17,,unlabeled
ASB18,,unlabeled
ASB2,,unlabeled
ASB3,,unlabeled
ASB4,,unlabeled
ASB5,,unlabeled
ASB6,,unlabeled
ASB7,,unlabeled
ASB8,,unlabeled
ASB9,,unlabeled
ASCC1,,unlabeled
ASCC2,,unlabeled
ASCC3,,unlabeled
ASCL1,,unlabeled
ASCL2,,unlabeled
ASCL3,,unlabeled
ASCL4,,unlabeled
ASCL5,,unlabeled
ASDURF,,unlabeled
ASF1A,,unlabeled
ASF1B,,unlabeled
ASGR1,,unlabeled
ASGR2,,unlabeled
ASH1L,,unlabeled
ASH2L,,unlabeled
ASIC1,,unlabeled
ASIC2,,unlabeled
ASIC3,,unlabeled
ASIC4,,unlabeled
ASIC5,,unlabeled
ASIP,,unlabeled
ASL,,unlabeled
ASMT,,unlabeled
ASMTL,,unlabeled
ASNS,,unlabeled
ASNSD1,,unlabeled
ASPA,,unlabeled
ASPDH,,unlabeled
ASPG,,unlabeled
ASPH,,unlabeled
ASPHD1,,unlabeled
ASPHD2,,unlabeled
ASPM,,unlabeled
ASPN,,unlabeled
ASPRV1,,unlabeled
ASPSCR1,,unlabeled
ASRGL1,,unlabeled
ASS1,,unlabeled
ASTE1,,unlabeled
ASTL,,unlabeled
ASTN1,,unlabeled
ASTN2,,unlabeled
ASXL1,,unlabeled
ASXL2,,unlabeled
ASXL3,,unlabeled
ASZ1,,unlabeled
ATAD1,,unlabeled
ATAD2,,unlabeled
ATAD2B,,unlabeled
ATAD3A,,unlabeled
ATAD3B,,unlabeled
ATAD3C,,unlabeled
ATAD5,,unlabeled
ATAT1,,unlabeled
ATCAY,,unlabeled
ATE1,,unlabeled
ATF1,,unlabeled
ATF2,,unlabeled
ATF3,,unlabeled
ATF4,,unlabeled
ATF5,,unlabeled
ATF6,,unlabeled
ATF6B,,unlabeled
ATF7,,unlabeled
ATF7-NPFF,,unlabeled
ATF7IP,,unlabeled
ATF7IP2,,unlabeled
ATG10,,unlabeled
ATG101,,unlabeled
ATG12,,unlabeled
ATG13,,unlabeled
ATG14,,unlabeled
ATG16L1,,unlabeled
ATG16L2,,unlabeled
ATG2A,,unlabeled
ATG2B,,unlabeled
ATG3,,unlabeled
ATG4A,,unlabeled
ATG4B,,unlabeled
ATG4C,,unlabeled
ATG4D,,unlabeled
ATG5,,unlabeled
ATG7,,unlabeled
ATG9A,,unlabeled
ATG9B,,unlabeled
ATIC,,unlabeled
ATL1,,unlabeled
ATL2,,unlabeled
ATL3,,unlabeled
ATM,,unlabeled
ATMIN,,unlabeled
ATN1,,unlabeled
ATOH1,,unlabeled
ATOH7,,unlabeled
ATOH8,,unlabeled
ATOX1,,unlabeled
ATP10A,,unlabeled
ATP10B,,unlabeled
ATP10D,,unlabeled
ATP11A,,unlabeled
ATP11B,,unlabeled
ATP11C,,unlabeled
ATP12A,,unlabeled
ATP13A1,,unlabeled
ATP13A2,,unlabeled
ATP13A3,,unlabeled
ATP13A4,,unlabeled
ATP13A5,,unlabeled
ATP1A1,Phase 2,trial_heldout
ATP1A2,Phase 2,trial_heldout
ATP1A3,Phase 2,trial_heldout
ATP1A4,Phase 2,trial_heldout
ATP1B1,Phase 2,trial_heldout
ATP1B2,Phase 2,trial_heldout
ATP1B3,Phase 2,trial_heldout
ATP1B4,,unlabeled
ATP23,,unlabeled
ATP2A1,,unlabeled
ATP2A2,,unlabeled
ATP2A3,,unlabeled
ATP2B1,,unlabeled
ATP2B2,,unlabeled
ATP2B3,,unlabeled
ATP2B4,,unlabeled
ATP2C1,,unlabeled
ATP2C2,,unlabeled
ATP4A,Approved,P
ATP4B,Approved,P
ATP5F1A,,unlabeled
ATP5F1B,,unlabeled
ATP5F1C,,unlabeled
ATP5F1D,,unlabeled
ATP5F1E,,unlabeled
ATP5IF1,,unlabeled
ATP5MC1,,unlabeled
ATP5MC2,,unlabeled
ATP5MC3,,unlabeled
ATP5ME,,unlabeled
ATP5MF,,unlabeled
ATP5MF-PTCD1,,unlabeled
ATP5MG,,unlabeled
ATP5MGL,,unlabeled
ATP5MJ,,unlabeled
ATP5MK,,unlabeled
ATP5PB,,unlabeled
ATP5PD,,unlabeled
ATP5PF,,unlabeled
ATP5PO,,unlabeled
ATP6AP1,,unlabeled
ATP6AP2,,unlabeled
ATP6V0A1,,unlabeled
ATP6V0A2,,unlabeled
ATP6V0A4,,unlabeled
ATP6V0B,,unlabeled
ATP6V0C,,unlabeled
ATP6V0D1,,unlabeled
ATP6V0D2,,unlabeled
ATP6V0E1,,unlabeled
ATP6V0E2,,unlabeled
ATP6V1A,,unlabeled
ATP6V1B1,,unlabeled
ATP6V1B2,,unlabeled
ATP6V1C1,,unlabeled
ATP6V1C2,,unlabeled
ATP6V1D,,unlabeled
ATP6V1E1,,unlabeled
ATP6V1E2,,unlabeled
ATP6V1F,,unlabeled
SPMIP1,,unlabeled
ATP6V1G1,,unlabeled
ATP6V1G2,,unlabeled
ATP6V1G2-DDX39B,,unlabeled
ATP6V1G3,,unlabeled
ATP6V1H,,unlabeled
ATP7A,,unlabeled
ATP7B,,unlabeled
ATP8A1,,unlabeled
ATP8A2,,unlabeled
ATP8B1,,unlabeled
ATP8B2,,unlabeled
ATP8B3,,unlabeled
ATP8B4,,unlabeled
ATP9A,,unlabeled
ATP9B,,unlabeled
ATPAF1,,unlabeled
ATPAF2,,unlabeled
ATPSCKMT,,unlabeled
ATR,Phase 1,trial_heldout
ATRAID,,unlabeled
ATRIP,,unlabeled
ATRN,,unlabeled
ATRNL1,,unlabeled
ATRX,,unlabeled
ATXN1,,unlabeled
ATXN10,,unlabeled
ATXN1L,,unlabeled
ATXN2,,unlabeled
ATXN2L,,unlabeled
ATXN3,,unlabeled
ATXN3L,,unlabeled
ATXN7,,unlabeled
ATXN7L1,,unlabeled
ATXN7L2,,unlabeled
ATXN7L3,,unlabeled
ATXN7L3B,,unlabeled
AUH,,unlabeled
AUNIP,,unlabeled
AUP1,,unlabeled
AURKA,Phase 2,trial_heldout
AURKAIP1,,unlabeled
AURKB,Phase 3,trial_heldout
AURKC,Phase 2,trial_heldout
AUTS2,,unlabeled
AVEN,,unlabeled
AVIL,,unlabeled
AVL9,,unlabeled
AVP,,unlabeled
AVPI1,,unlabeled
AVPR1A,,unlabeled
AVPR1B,,unlabeled
AVPR2,,unlabeled
AWAT1,,unlabeled
AWAT2,,unlabeled
AXDND1,,unlabeled
AXIN1,,unlabeled
AXIN2,,unlabeled
AXL,Approved,P
AZGP1,,unlabeled
AZI2,,unlabeled
AZIN1,,unlabeled
AZIN2,,unlabeled
AZU1,,unlabeled
B2M,,unlabeled
B3GALNT1,,unlabeled
B3GALNT2,,unlabeled
B3GALT1,,unlabeled
B3GALT2,,unlabeled
B3GALT4,,unlabeled
B3GALT5,,unlabeled
B3GALT6,,unlabeled
B3GAT1,,unlabeled
B3GAT2,,unlabeled
B3GAT3,,unlabeled
B3GLCT,,unlabeled
B3GNT2,,unlabeled
B3GNT3,,unlabeled
B3GNT4,,unlabeled
B3GNT5,,unlabeled
B3GNT6,,unlabeled
B3GNT7,,unlabeled
B3GNT8,,unlabeled
B3GNT9,,unlabeled
QTGAL,,unlabeled
B4GALNT1,,unlabeled
B4GALNT2,,unlabeled
B4GALNT3,,unlabeled
B4GALNT4,,unlabeled
B4GALT1,,unlabeled
B4GALT2,,unlabeled
B4GALT3,,unlabeled
B4GALT4,,unlabeled
B4GALT5,,unlabeled
B4GALT6,,unlabeled
B4GALT7,,unlabeled
B4GAT1,,unlabeled
B9D1,,unlabeled
B9D2,,unlabeled
BAALC,,unlabeled
BAAT,,unlabeled
BABAM1,,unlabeled
BABAM2,,unlabeled
BACE1,,unlabeled
BACE2,,unlabeled
BACH1,,unlabeled
BACH2,,unlabeled
BAD,,unlabeled
BAG1,,unlabeled
BAG2,,unlabeled
BAG3,,unlabeled
BAG4,,unlabeled
BAG5,,unlabeled
BAG6,,unlabeled
BAHCC1,,unlabeled
BAHD1,,unlabeled
BAIAP2,,unlabeled
BAIAP2L1,,unlabeled
BAIAP2L2,,unlabeled
BAIAP3,,unlabeled
BAK1,,unlabeled
BAMBI,,unlabeled
BANF1,,unlabeled
BANF2,,unlabeled
BANK1,,unlabeled
BANP,,unlabeled
BAP1,,unlabeled
BARD1,,unlabeled
BARHL1,,unlabeled
BARHL2,,unlabeled
BARX1,,unlabeled
BARX2,,unlabeled
BASP1,,unlabeled
BATF,,unlabeled
BATF2,,unlabeled
BATF3,,unlabeled
BAX,,unlabeled
BAZ1A,,unlabeled
BAZ1B,,unlabeled
BAZ2A,,unlabeled
BAZ2B,,unlabeled
BBC3,,unlabeled
BBIP1,,unlabeled
BBLN,,unlabeled
BBOF1,,unlabeled
BBOX1,,unlabeled
BBS1,,unlabeled
BBS10,,unlabeled
BBS12,,unlabeled
BBS2,,unlabeled
BBS4,,unlabeled
BBS5,,unlabeled
BBS7,,unlabeled
BBS9,,unlabeled
BBX,,unlabeled
BCAM,,unlabeled
BCAN,,unlabeled
BCAP29,,unlabeled
BCAP31,,unlabeled
BCAR1,,unlabeled
BCAR3,,unlabeled
BCAS1,,unlabeled
BCAS2,,unlabeled
BCAS3,,unlabeled
BCAS4,,unlabeled
BCAT1,,unlabeled
BCAT2,,unlabeled
BCCIP,,unlabeled
BCDIN3D,,unlabeled
BCHE,,unlabeled
BCKDHA,,unlabeled
BCKDHB,,unlabeled
BCKDK,,unlabeled
BCL10,,unlabeled
BCL11A,,unlabeled
BCL11B,,unlabeled
BCL2,Approved,P
BCL2A1,Phase 2,trial_heldout
BCL2L1,Phase 3,trial_heldout
BCL2L10,Phase 2,trial_heldout
BCL2L11,,unlabeled
BCL2L12,,unlabeled
BCL2L13,,unlabeled
BCL2L14,,unlabeled
BCL2L15,,unlabeled
BCL2L2,Phase 3,trial_heldout
BCL2L2-PABPN1,Phase 3,trial_heldout
BCL3,,unlabeled
BCL6,,unlabeled
BCL6B,,unlabeled
BCL7A,,unlabeled
BCL7B,,unlabeled
BCL7C,,unlabeled
BCL9,,unlabeled
BCL9L,,unlabeled
BCLAF1,,unlabeled
BCLAF3,,unlabeled
BCO1,,unlabeled
BCO2,,unlabeled
BCOR,,unlabeled
BCORL1,,unlabeled
BCR,Approved,P
BCS1L,,unlabeled
BDH1,,unlabeled
BDH2,,unlabeled
BDKRB1,,unlabeled
BDKRB2,,unlabeled
BDNF,,unlabeled
BDP1,,unlabeled
BEAN1,,unlabeled
BECN1,,unlabeled
BECN2,,unlabeled
BEGAIN,,unlabeled
BEND2,,unlabeled
BEND3,,unlabeled
BEND4,,unlabeled
BEND5,,unlabeled
BEND6,,unlabeled
BEND7,,unlabeled
BEST1,,unlabeled
BEST2,,unlabeled
BEST3,,unlabeled
BEST4,,unlabeled
BET1,,unlabeled
BET1L,,unlabeled
BEX1,,unlabeled
BEX2,,unlabeled
BEX3,,unlabeled
BEX4,,unlabeled
BEX5,,unlabeled
BFAR,,unlabeled
BFSP1,,unlabeled
BFSP2,,unlabeled
BGLAP,,unlabeled
BGN,,unlabeled
BHLHA15,,unlabeled
BHLHA9,,unlabeled
GPRASP3,,unlabeled
BHLHE22,,unlabeled
BHLHE23,,unlabeled
BHLHE40,,unlabeled
BHLHE41,,unlabeled
BHMT,,unlabeled
BHMT2,,unlabeled
BICC1,,unlabeled
BICD1,,unlabeled
BICD2,,unlabeled
BICDL1,,unlabeled
BICDL2,,unlabeled
BICRA,,unlabeled
BICRAL,,unlabeled
BID,,unlabeled
BIK,,unlabeled
BIN1,,unlabeled
BIN2,,unlabeled
BIN3,,unlabeled
BIRC2,Phase 2,trial_heldout
BIRC3,Phase 2,trial_heldout
BIRC5,Phase 2,trial_heldout
BIRC6,,unlabeled
BIRC7,,unlabeled
BIVM,,unlabeled
BIVM-ERCC5,,unlabeled
BLCAP,,unlabeled
BLID,,unlabeled
BLK,Approved,P
BLM,,unlabeled
BLMH,,unlabeled
BLNK,,unlabeled
BLOC1S1,,unlabeled
BLOC1S2,,unlabeled
BLOC1S3,,unlabeled
BLOC1S4,,unlabeled
BLOC1S5,,unlabeled
BLOC1S5-TXNDC5,,unlabeled
BLOC1S6,,unlabeled
BLVRA,,unlabeled
BLVRB,,unlabeled
BLZF1,,unlabeled
BMERB1,,unlabeled
BMF,,unlabeled
BMI1,,unlabeled
BMP1,,unlabeled
BMP10,Phase 1,trial_heldout
BMP15,,unlabeled
BMP2,,unlabeled
BMP2K,,unlabeled
BMP3,,unlabeled
BMP4,,unlabeled
BMP5,,unlabeled
BMP6,,unlabeled
BMP7,,unlabeled
BMP8A,,unlabeled
BMP8B,,unlabeled
BMPER,,unlabeled
BMPR1A,,unlabeled
BMPR1B,,unlabeled
BMPR2,,unlabeled
BMS1,,unlabeled
SAMTOR,,unlabeled
BMX,Phase 3,trial_heldout
BNC1,,unlabeled
BNC2,,unlabeled
BNIP1,,unlabeled
BNIP2,,unlabeled
BNIP3,,unlabeled
BNIP3L,,unlabeled
BNIP5,,unlabeled
BNIPL,,unlabeled
BOC,,unlabeled
BOD1,,unlabeled
BOD1L1,,unlabeled
BOD1L2,,unlabeled
BOK,,unlabeled
BOLA1,,unlabeled
BOLA2-SMG1P6,,unlabeled
BOLA3,,unlabeled
BOLL,,unlabeled
BOP1,,unlabeled
BORA,,unlabeled
BORCS5,,unlabeled
BORCS6,,unlabeled
BORCS7,,unlabeled
BORCS7-ASMT,,unlabeled
BORCS8,,unlabeled
BORCS8-MEF2B,,unlabeled
BPGM,,unlabeled
BPHL,,unlabeled
BPI,,unlabeled
BPIFA1,,unlabeled
BPIFA2,,unlabeled
BPIFA3,,unlabeled
BPIFB1,,unlabeled
BPIFB2,,unlabeled
BPIFB3,,unlabeled
BPIFB4,,unlabeled
BPIFB6,,unlabeled
BPIFC,,unlabeled
BPNT1,,unlabeled
BPNT2,,unlabeled
BPTF,,unlabeled
BPY2C,,unlabeled
BRAF,Phase 3,trial_heldout
BRAP,,unlabeled
BRAT1,,unlabeled
BRCA1,,unlabeled
BRCA2,,unlabeled
BRCC3,,unlabeled
BRD1,,unlabeled
BRD2,Phase 3,trial_heldout
BRD3,Phase 3,trial_heldout
BRD4,Phase 3,trial_heldout
BRD7,,unlabeled
BRD8,,unlabeled
BRD9,,unlabeled
BRDT,Phase 3,trial_heldout
BRF1,,unlabeled
BRF2,,unlabeled
BRI3,,unlabeled
BRI3BP,,unlabeled
BRICD5,,unlabeled
BRINP1,,unlabeled
BRINP2,,unlabeled
BRINP3,,unlabeled
BRIP1,,unlabeled
BRIX1,,unlabeled
BRK1,,unlabeled
BRME1,,unlabeled
BRMS1,,unlabeled
BRMS1L,,unlabeled
BROX,,unlabeled
BRPF1,,unlabeled
BRPF3,,unlabeled
BRS3,,unlabeled
BRSK1,,unlabeled
BRSK2,,unlabeled
BRWD1,,unlabeled
BRWD3,,unlabeled
BSCL2,,unlabeled
BSDC1,,unlabeled
BSG,Phase 3,trial_heldout
BSN,,unlabeled
BSND,,unlabeled
BSPH1,,unlabeled
BSPRY,,unlabeled
BST1,,unlabeled
BST2,,unlabeled
BSX,,unlabeled
BTAF1,,unlabeled
BTBD1,,unlabeled
BTBD10,,unlabeled
ABTB3,,unlabeled
BTBD16,,unlabeled
BTBD17,,unlabeled
BTBD18,,unlabeled
BTBD19,,unlabeled
BTBD2,,unlabeled
BTBD3,,unlabeled
BTBD6,,unlabeled
BTBD7,,unlabeled
BTBD8,,unlabeled
BTBD9,,unlabeled
BTC,,unlabeled
BTD,,unlabeled
BTF3,,unlabeled
BTF3L4,,unlabeled
BTG1,,unlabeled
BTG2,,unlabeled
BTG3,,unlabeled
BTG4,,unlabeled
BTK,Approved,P
BTLA,,unlabeled
BTN1A1,,unlabeled
BTN2A1,,unlabeled
BTN2A2,,unlabeled
BTN3A1,,unlabeled
BTN3A2,,unlabeled
BTN3A3,,unlabeled
BTNL2,,unlabeled
BTNL3,,unlabeled
BTNL8,,unlabeled
BTNL9,,unlabeled
BTRC,,unlabeled
BUB1,,unlabeled
BUB1B,,unlabeled
BUB1B-PAK6,,unlabeled
BUB3,,unlabeled
BUD13,,unlabeled
BUD23,,unlabeled
BUD31,,unlabeled
POPDC1,,unlabeled
BYSL,,unlabeled
BZW1,,unlabeled
BZW2,,unlabeled
C10orf105,,unlabeled
C10orf120,,unlabeled
C10orf53,,unlabeled
C10orf62,,unlabeled
C10orf67,,unlabeled
C10orf71,,unlabeled
SPMIP5,,unlabeled
C10orf88,,unlabeled
C10orf90,,unlabeled
C10orf95,,unlabeled
GPR15LG,,unlabeled
CFAP68,,unlabeled
C11orf16,,unlabeled
C11orf21,,unlabeled
C11orf24,,unlabeled
C11orf42,,unlabeled
KCNJ5-AS1,,unlabeled
CSTPP1,,unlabeled
C11orf52,,unlabeled
POU2AF2,,unlabeled
BKGD,,unlabeled
C11orf58,,unlabeled
C11orf65,,unlabeled
C11orf68,,unlabeled
C11orf71,,unlabeled
TOP6BL,,unlabeled
C11orf86,,unlabeled
C11orf87,,unlabeled
C11orf91,,unlabeled
FREY1,,unlabeled
C11orf96,,unlabeled
C11orf97,,unlabeled
C11orf98,,unlabeled
RLIG1,,unlabeled
FERRY3,,unlabeled
REDIC1,,unlabeled
C12orf42,,unlabeled
C12orf43,,unlabeled
ZC3H11D,,unlabeled
C12orf54,,unlabeled
C12orf56,,unlabeled
C12orf57,,unlabeled
C12orf60,,unlabeled
C12orf71,,unlabeled
UQCC6,,unlabeled
C12orf75,,unlabeled
C12orf76,,unlabeled
C14orf119,,unlabeled
C14orf132,,unlabeled
C14orf180,,unlabeled
DORIP1,,unlabeled
C14orf39,,unlabeled
C14orf93,,unlabeled
PRMT2IP,,unlabeled
C15orf40,,unlabeled
COXFA4L3,,unlabeled
C15orf61,,unlabeled
C15orf62,,unlabeled
PIERCE2,,unlabeled
C16orf46,,unlabeled
C16orf54,,unlabeled
HAPSTR1,,unlabeled
CLMB,,unlabeled
C16orf78,,unlabeled
C16orf82,,unlabeled
C16orf86,,unlabeled
HDIP1,,unlabeled
C16orf89,,unlabeled
C16orf90,,unlabeled
UQCC4,,unlabeled
FIMP1,,unlabeled
C16orf95,,unlabeled
C16orf96,,unlabeled
C17orf100,,unlabeled
C17orf107,,unlabeled
C17orf113,,unlabeled
BACC1,,unlabeled
PGBDF,,unlabeled
C17orf58,,unlabeled
CHCT1,,unlabeled
C17orf67,,unlabeled
C17orf75,,unlabeled
C17orf78,,unlabeled
MTNAP1,,unlabeled
LIAT1,,unlabeled
SPMAP1,,unlabeled
C17orf99,,unlabeled
RMP24,,unlabeled
ARK2N,,unlabeled
C18orf32,,unlabeled
C18orf54,,unlabeled
C18orf63,,unlabeled
C19orf12,,unlabeled
C19orf18,,unlabeled
C19orf25,,unlabeled
C19orf33,,unlabeled
C19orf38,,unlabeled
C19orf44,,unlabeled
C19orf47,,unlabeled
C19orf53,,unlabeled
ACTMAP,,unlabeled
C19orf67,,unlabeled
TEKTIP1,,unlabeled
C19orf73,,unlabeled
C19orf81,,unlabeled
C19orf84,,unlabeled
C1D,,unlabeled
C1GALT1,,unlabeled
C1GALT1C1,,unlabeled
C1GALT1C1L,,unlabeled
C1QA,,unlabeled
C1QB,,unlabeled
C1QBP,,unlabeled
C1QC,,unlabeled
C1QL1,,unlabeled
C1QL2,,unlabeled
C1QL3,,unlabeled
C1QL4,,unlabeled
C1QTNF1,,unlabeled
C1QTNF12,,unlabeled
C1QTNF2,,unlabeled
C1QTNF3,,unlabeled
C1QTNF3-AMACR,,unlabeled
C1QTNF4,,unlabeled
C1QTNF5,,unlabeled
C1QTNF6,,unlabeled
C1QTNF7,,unlabeled
C1QTNF8,,unlabeled
C1QTNF9,,unlabeled
C1QTNF9B,,unlabeled
C1R,,unlabeled
C1RL,,unlabeled
C1S,Approved,P
SPMIP3,,unlabeled
C1orf105,,unlabeled
AIRIM,,unlabeled
FIRRM,,unlabeled
C1orf115,,unlabeled
C1orf116,,unlabeled
C1orf122,,unlabeled
CIROZ,,unlabeled
FSAF1,,unlabeled
C1orf141,,unlabeled
C1orf146,,unlabeled
CFAP107,,unlabeled
C1orf159,,unlabeled
C1orf162,,unlabeled
C1orf167,,unlabeled
C1orf174,,unlabeled
C1orf185,,unlabeled
CFAP141,,unlabeled
CFAP276,,unlabeled
C1orf198,,unlabeled
C1orf21,,unlabeled
C1orf210,,unlabeled
C1orf216,,unlabeled
C1orf226,,unlabeled
C1orf232,,unlabeled
C1orf35,,unlabeled
LTAP1,,unlabeled
C1orf50,,unlabeled
C1orf52,,unlabeled
C1orf53,,unlabeled
C1orf54,,unlabeled
C1orf56,,unlabeled
KPLCE,,unlabeled
C1orf74,,unlabeled
C1orf87,,unlabeled
C1orf94,,unlabeled
C2,,unlabeled
C20orf141,,unlabeled
C20orf144,,unlabeled
C20orf173,,unlabeled
C20orf202,,unlabeled
C20orf203,,unlabeled
C20orf204,,unlabeled
ADISSP,,unlabeled
CIMIP1,,unlabeled
C20orf96,,unlabeled
C21orf58,,unlabeled
EPCIP,,unlabeled
C21orf91,,unlabeled
C22orf15,,unlabeled
C22orf23,,unlabeled
C22orf31,,unlabeled
C22orf39,,unlabeled
C22orf42,,unlabeled
C2CD2,,unlabeled
C2CD2L,,unlabeled
C2CD3,,unlabeled
C2CD4A,,unlabeled
C2CD4B,,unlabeled
C2CD4C,,unlabeled
C2CD4D,,unlabeled
C2CD5,,unlabeled
CATSPERT,,unlabeled
C2orf15,,unlabeled
SPATA31H1,,unlabeled
C2orf42,,unlabeled
TSLIG2,,unlabeled
CIMIP5,,unlabeled
C2orf66,,unlabeled
C2orf68,,unlabeled
C2orf69,,unlabeled
C2orf72,,unlabeled
CIMIP6,,unlabeled
DEMA1,,unlabeled
C2orf76,,unlabeled
C2orf78,,unlabeled
C2orf80,,unlabeled
C2orf81,,unlabeled
AKAP19,,unlabeled
C3,Phase 3,trial_heldout
C3AR1,,unlabeled
CEP15,,unlabeled
C3orf18,,unlabeled
FAM194C,,unlabeled
C3orf22,,unlabeled
MISO1,,unlabeled
C3orf38,,unlabeled
C3orf49,,unlabeled
C3orf52,,unlabeled
PRR23E,,unlabeled
C3orf62,,unlabeled
C3orf70,,unlabeled
C3orf80,,unlabeled
CIMIP7,,unlabeled
C3orf85,,unlabeled
C4A,,unlabeled
C4B,,unlabeled
C4BPA,,unlabeled
C4BPB,,unlabeled
C4orf17,,unlabeled
PGCKA1,,unlabeled
ARLN,,unlabeled
C4orf33,,unlabeled
C4orf36,,unlabeled
SPMIP2,,unlabeled
C4orf46,,unlabeled
CFAP96,,unlabeled
NICOL1,,unlabeled
C4orf50,,unlabeled
C4orf51,,unlabeled
C4orf54,,unlabeled
C5,Approved,P
C5AR1,Approved,P
C5AR2,,unlabeled
C5orf15,,unlabeled
C5orf22,,unlabeled
C5orf24,,unlabeled
C5orf34,,unlabeled
C5orf46,,unlabeled
C5orf47,,unlabeled
CFAP90,,unlabeled
RIMOC1,,unlabeled
C5orf52,,unlabeled
C5orf58,,unlabeled
C5orf63,,unlabeled
C6,,unlabeled
C6orf118,,unlabeled
C6orf120,,unlabeled
C6orf132,,unlabeled
C6orf136,,unlabeled
C6orf141,,unlabeled
C6orf15,,unlabeled
C6orf163,,unlabeled
PEX39,,unlabeled
C6orf47,,unlabeled
C6orf52,,unlabeled
C6orf58,,unlabeled
C6orf62,,unlabeled
C6orf89,,unlabeled
C7,,unlabeled
C7orf25,,unlabeled
INTS15,,unlabeled
SPMIP4,,unlabeled
C7orf33,,unlabeled
CHLSN,,unlabeled
C7orf57,,unlabeled
SPACDR,,unlabeled
C8A,,unlabeled
C8B,,unlabeled
C8G,,unlabeled
C8orf33,,unlabeled
C8orf34,,unlabeled
C8orf44-SGK3,,unlabeled
C8orf48,,unlabeled
C8orf58,,unlabeled
C8orf74,,unlabeled
C8orf76,,unlabeled
C8orf82,,unlabeled
C8orf88,,unlabeled
C8orf89,,unlabeled
C9,,unlabeled
PIERCE1,,unlabeled
SPATA31G1,,unlabeled
CFAP95,,unlabeled
C9orf152,,unlabeled
C9orf153,,unlabeled
SPMIP6,,unlabeled
C9orf40,,unlabeled
C9orf43,,unlabeled
C9orf50,,unlabeled
C9orf57,,unlabeled
QNG1,,unlabeled
C9orf72,,unlabeled
C9orf78,,unlabeled
C9orf85,,unlabeled
CA1,Phase 2,trial_heldout
CA10,,unlabeled
CA11,,unlabeled
CA12,Phase 2,trial_heldout
CA13,,unlabeled
CA14,,unlabeled
CA2,Phase 2,trial_heldout
CA3,,unlabeled
CA4,Phase 2,trial_heldout
CA5A,,unlabeled
CA5B,,unlabeled
CA6,,unlabeled
CA7,,unlabeled
CA8,,unlabeled
CA9,,unlabeled
CAAP1,,unlabeled
CAB39,,unlabeled
CAB39L,,unlabeled
CABCOCO1,,unlabeled
CABIN1,,unlabeled
CABLES1,,unlabeled
CABLES2,,unlabeled
CABP1,,unlabeled
CABP2,,unlabeled
CABP4,,unlabeled
CABP5,,unlabeled
CABP7,,unlabeled
CABS1,,unlabeled
CABYR,,unlabeled
CACFD1,,unlabeled
CACHD1,,unlabeled
CACNA1A,Phase 3,trial_heldout
CACNA1B,Phase 3,trial_heldout
CACNA1C,Phase 3,trial_heldout
CACNA1D,Phase 3,trial_heldout
CACNA1E,Phase 3,trial_heldout
CACNA1F,Phase 3,trial_heldout
CACNA1G,Phase 3,trial_heldout
CACNA1H,Phase 3,trial_heldout
CACNA1I,Phase 3,trial_heldout
CACNA1S,Phase 3,trial_heldout
CACNA2D1,Phase 3,trial_heldout
CACNA2D2,Phase 3,trial_heldout
CACNA2D3,Phase 3,trial_heldout
CACNA2D4,Phase 3,trial_heldout
CACNB1,Phase 3,trial_heldout
CACNB2,Phase 3,trial_heldout
